run_id	scenario_id	service_id	retrieve_status	COALESCE(mr.retrieve_unknown_reason,'')	COALESCE(mr.reason_code,'')	COALESCE(mr.event_type,'')	COALESCE(mr.raw_classification,'')	COALESCE(mr.normalized_classification,'')	COALESCE(mr.reported_at,'')	retrieved_at	COALESCE(mr.metadata,'')
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	uptimerobot	known			alert_resolved	up	recovered	2026-04-29 03:42:45.000000	2026-04-29 03:46:20.861902	{"duration_s": 215, "monitor_id": 802946790, "reason_code": "200", "reason_text": "OK", "final_status": 2}
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	better-uptime	known			alert_fired	down	http_failure	2026-04-29 03:54:29.101000	2026-04-29 04:09:26.664729	{"name": "uptime-bench: bench-a", "cause": "Status 503", "incident_id": "957925831", "better_uptime_status": "Resolved"}
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	better-uptime	known			alert_resolved	up	recovered	2026-04-29 04:07:47.327000	2026-04-29 04:09:26.664729	{"incident_id": "957925831"}
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	datadog-synthetics	known			alert_fired	Alert	http_failure	2026-04-29 03:59:26.020000	2026-04-29 04:09:26.488938	{"result_id": "4256345067314825110", "event_type": ""}
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v1	known							2026-04-29 04:09:25.508137	null
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v2	known			alert_fired	seems_down	http_failure	2026-04-29 03:55:48.779000	2026-04-29 04:09:25.679559	{"state": "Seems Down", "site_id": 8616571504947354, "event_id": 213, "severity": 3, "check_type": "http", "duration_ms": 599964, "jetmon_metadata": {"url": "http://bench-a.harmonic.party/", "rtt_ms": 313, "http_code": 503, "error_code": 0}, "transition_count": 2, "resolution_reason": "probe_cleared"}
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v2	known			alert_resolved	up	recovered	2026-04-29 04:05:48.743000	2026-04-29 04:09:25.679559	{"state": "Seems Down", "site_id": 8616571504947354, "event_id": 213, "severity": 3, "check_type": "http", "duration_ms": 599964, "jetmon_metadata": {"url": "http://bench-a.harmonic.party/", "rtt_ms": 313, "http_code": 503, "error_code": 0}, "transition_count": 2, "resolution_reason": "probe_cleared"}
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	pingdom	known			alert_fired	down	http_failure	2026-04-29 03:59:51.000000	2026-04-29 04:09:25.919668	{"timeto": 1777435491, "check_id": "14461235", "duration_s": 300}
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	pingdom	known			alert_resolved	up	recovered	2026-04-29 04:04:51.000000	2026-04-29 04:09:25.919668	{"timeto": 1777435491, "check_id": "14461235", "duration_s": 0}
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	uptimerobot	known							2026-04-29 04:09:26.066717	null
50f07c4d3adb2ba7696f8ff2dbab9531	headget-20260429-030809Z-http-head-timeout-get-200	better-uptime	known							2026-04-29 04:33:01.508454	null
50f07c4d3adb2ba7696f8ff2dbab9531	headget-20260429-030809Z-http-head-timeout-get-200	datadog-synthetics	known							2026-04-29 04:33:01.340784	null
50f07c4d3adb2ba7696f8ff2dbab9531	headget-20260429-030809Z-http-head-timeout-get-200	jetmon-v1	known							2026-04-29 04:33:00.470894	null
50f07c4d3adb2ba7696f8ff2dbab9531	headget-20260429-030809Z-http-head-timeout-get-200	jetmon-v2	known							2026-04-29 04:33:00.642697	null
50f07c4d3adb2ba7696f8ff2dbab9531	headget-20260429-030809Z-http-head-timeout-get-200	pingdom	known			alert_resolved	up	recovered	2026-04-29 04:18:59.000000	2026-04-29 04:33:01.078016	{"timeto": 1777436939, "check_id": "14461242", "duration_s": 600}
11f4764aa17f97e63b47faca92385cc9	headget-20260429-030809Z-http-head-200-get-timeout	better-uptime	known			alert_fired	down	http_failure	2026-04-29 04:41:37.396000	2026-04-29 04:56:07.925603	{"name": "uptime-bench: bench-a", "cause": "Timeout (no headers received)", "incident_id": "957949511", "better_uptime_status": "Resolved"}
11f4764aa17f97e63b47faca92385cc9	headget-20260429-030809Z-http-head-200-get-timeout	better-uptime	known			alert_resolved	up	recovered	2026-04-29 04:54:12.585000	2026-04-29 04:56:07.925603	{"incident_id": "957949511"}
11f4764aa17f97e63b47faca92385cc9	headget-20260429-030809Z-http-head-200-get-timeout	datadog-synthetics	known			alert_fired	Alert	http_failure	2026-04-29 04:46:05.490000	2026-04-29 04:56:07.760998	{"result_id": "8096994451002868410", "event_type": ""}
11f4764aa17f97e63b47faca92385cc9	headget-20260429-030809Z-http-head-200-get-timeout	jetmon-v1	known							2026-04-29 04:56:05.277365	null
11f4764aa17f97e63b47faca92385cc9	headget-20260429-030809Z-http-head-200-get-timeout	jetmon-v2	known			alert_fired	seems_down	http_failure	2026-04-29 04:45:53.692000	2026-04-29 04:56:05.445424	{"state": "Seems Down", "site_id": 8329396602846815, "event_id": 234, "severity": 3, "check_type": "http", "duration_ms": 594836, "jetmon_metadata": {"url": "http://bench-a.harmonic.party/", "rtt_ms": 10001, "http_code": 0, "error_code": 1}, "transition_count": 2, "resolution_reason": "probe_cleared"}
11f4764aa17f97e63b47faca92385cc9	headget-20260429-030809Z-http-head-200-get-timeout	jetmon-v2	known			alert_resolved	up	recovered	2026-04-29 04:55:48.528000	2026-04-29 04:56:05.445424	{"state": "Seems Down", "site_id": 8329396602846815, "event_id": 234, "severity": 3, "check_type": "http", "duration_ms": 594836, "jetmon_metadata": {"url": "http://bench-a.harmonic.party/", "rtt_ms": 10001, "http_code": 0, "error_code": 1}, "transition_count": 2, "resolution_reason": "probe_cleared"}
11f4764aa17f97e63b47faca92385cc9	headget-20260429-030809Z-http-head-200-get-timeout	pingdom	known			alert_fired	down	http_failure	2026-04-29 04:47:39.000000	2026-04-29 04:56:07.496963	{"timeto": 1777438359, "check_id": "14461249", "duration_s": 300}
11f4764aa17f97e63b47faca92385cc9	headget-20260429-030809Z-http-head-200-get-timeout	pingdom	known			alert_resolved	up	recovered	2026-04-29 04:52:39.000000	2026-04-29 04:56:07.496963	{"timeto": 1777438359, "check_id": "14461249", "duration_s": 0}
a0215d249f03a2e3df8da361acd570a6	headget-20260429-030809Z-http-head-200-get-redirect-loop	better-uptime	known			alert_fired	down	http_failure	2026-04-29 05:04:27.414000	2026-04-29 05:19:13.471888	{"name": "uptime-bench: bench-a", "cause": "Number of redirects hit maximum amount", "incident_id": "957955387", "better_uptime_status": "Resolved"}
a0215d249f03a2e3df8da361acd570a6	headget-20260429-030809Z-http-head-200-get-redirect-loop	better-uptime	known			alert_resolved	up	recovered	2026-04-29 05:17:44.176000	2026-04-29 05:19:13.471888	{"incident_id": "957955387"}
a0215d249f03a2e3df8da361acd570a6	headget-20260429-030809Z-http-head-200-get-redirect-loop	datadog-synthetics	known			alert_fired	Alert	http_failure	2026-04-29 05:09:11.685000	2026-04-29 05:19:13.299691	{"result_id": "2344014204435522846", "event_type": ""}
a0215d249f03a2e3df8da361acd570a6	headget-20260429-030809Z-http-head-200-get-redirect-loop	jetmon-v1	known							2026-04-29 05:19:11.539252	null
a0215d249f03a2e3df8da361acd570a6	headget-20260429-030809Z-http-head-200-get-redirect-loop	jetmon-v2	known			alert_fired	seems_down	http_failure	2026-04-29 05:05:49.742000	2026-04-29 05:19:11.703621	{"state": "Seems Down", "site_id": 8234673949032296, "event_id": 240, "severity": 3, "check_type": "http", "duration_ms": 598756, "jetmon_metadata": {"url": "http://bench-a.harmonic.party/", "rtt_ms": 614, "http_code": 0, "error_code": 4}, "transition_count": 2, "resolution_reason": "probe_cleared"}
a0215d249f03a2e3df8da361acd570a6	headget-20260429-030809Z-http-head-200-get-redirect-loop	jetmon-v2	known			alert_resolved	up	recovered	2026-04-29 05:15:48.498000	2026-04-29 05:19:11.703621	{"state": "Seems Down", "site_id": 8234673949032296, "event_id": 240, "severity": 3, "check_type": "http", "duration_ms": 598756, "jetmon_metadata": {"url": "http://bench-a.harmonic.party/", "rtt_ms": 614, "http_code": 0, "error_code": 4}, "transition_count": 2, "resolution_reason": "probe_cleared"}
a0215d249f03a2e3df8da361acd570a6	headget-20260429-030809Z-http-head-200-get-redirect-loop	pingdom	known			alert_fired	down	http_failure	2026-04-29 05:08:34.000000	2026-04-29 05:19:13.038885	{"timeto": 1777439914, "check_id": "14461250", "duration_s": 600}
a0215d249f03a2e3df8da361acd570a6	headget-20260429-030809Z-http-head-200-get-redirect-loop	pingdom	known			alert_resolved	up	recovered	2026-04-29 05:18:34.000000	2026-04-29 05:19:13.038885	{"timeto": 1777439914, "check_id": "14461250", "duration_s": 0}
b82d38d321e174aa0af161f2fa389d60	headget-20260429-030809Z-http-head-200-get-partial	better-uptime	known							2026-04-29 05:42:18.440982	null
b82d38d321e174aa0af161f2fa389d60	headget-20260429-030809Z-http-head-200-get-partial	datadog-synthetics	known			alert_fired	Alert	http_failure	2026-04-29 05:32:17.442000	2026-04-29 05:42:18.219692	{"result_id": "595943204450629320", "event_type": ""}
b82d38d321e174aa0af161f2fa389d60	headget-20260429-030809Z-http-head-200-get-partial	jetmon-v1	known							2026-04-29 05:42:17.173025	null
b82d38d321e174aa0af161f2fa389d60	headget-20260429-030809Z-http-head-200-get-partial	jetmon-v2	known							2026-04-29 05:42:17.336623	null
b82d38d321e174aa0af161f2fa389d60	headget-20260429-030809Z-http-head-200-get-partial	pingdom	known			alert_resolved	up	recovered	2026-04-29 05:34:35.000000	2026-04-29 05:42:17.963442	{"timeto": 1777441175, "check_id": "14461256", "duration_s": 300}
bab8f2f126441dc38087e661c13e5b2f	headget-20260429-030809Z-http-head-200-get-503	better-uptime	known			alert_fired	down	http_failure	2026-04-29 05:50:27.086000	2026-04-29 06:05:24.087342	{"name": "uptime-bench: bench-a", "cause": "Status 503", "incident_id": "957967669", "better_uptime_status": "Resolved"}
bab8f2f126441dc38087e661c13e5b2f	headget-20260429-030809Z-http-head-200-get-503	better-uptime	known			alert_resolved	up	recovered	2026-04-29 06:03:45.877000	2026-04-29 06:05:24.087342	{"incident_id": "957967669"}
bab8f2f126441dc38087e661c13e5b2f	headget-20260429-030809Z-http-head-200-get-503	datadog-synthetics	known			alert_fired	Alert	http_failure	2026-04-29 05:55:22.496000	2026-04-29 06:05:23.902970	{"result_id": "6955603995484135814", "event_type": ""}
bab8f2f126441dc38087e661c13e5b2f	headget-20260429-030809Z-http-head-200-get-503	jetmon-v1	known							2026-04-29 06:05:22.614852	null
bab8f2f126441dc38087e661c13e5b2f	headget-20260429-030809Z-http-head-200-get-503	jetmon-v2	known			alert_fired	seems_down	http_failure	2026-04-29 05:50:50.958000	2026-04-29 06:05:22.791575	{"state": "Seems Down", "site_id": 8253999326569791, "event_id": 256, "severity": 3, "check_type": "http", "duration_ms": 597653, "jetmon_metadata": {"url": "http://bench-a.harmonic.party/", "rtt_ms": 309, "http_code": 503, "error_code": 0}, "transition_count": 2, "resolution_reason": "probe_cleared"}
bab8f2f126441dc38087e661c13e5b2f	headget-20260429-030809Z-http-head-200-get-503	jetmon-v2	known			alert_resolved	up	recovered	2026-04-29 06:00:48.611000	2026-04-29 06:05:22.791575	{"state": "Seems Down", "site_id": 8253999326569791, "event_id": 256, "severity": 3, "check_type": "http", "duration_ms": 597653, "jetmon_metadata": {"url": "http://bench-a.harmonic.party/", "rtt_ms": 309, "http_code": 503, "error_code": 0}, "transition_count": 2, "resolution_reason": "probe_cleared"}
bab8f2f126441dc38087e661c13e5b2f	headget-20260429-030809Z-http-head-200-get-503	pingdom	known			alert_fired	down	http_failure	2026-04-29 05:54:09.000000	2026-04-29 06:05:23.054922	{"timeto": 1777442649, "check_id": "14461262", "duration_s": 600}
bab8f2f126441dc38087e661c13e5b2f	headget-20260429-030809Z-http-head-200-get-503	pingdom	known			alert_resolved	up	recovered	2026-04-29 06:04:09.000000	2026-04-29 06:05:23.054922	{"timeto": 1777442649, "check_id": "14461262", "duration_s": 0}
9aea589d278929c3982b7562198e8571	headget-20260429-030809Z-http-head-200-get-timeout	better-uptime	known			alert_fired	down	http_failure	2026-04-29 06:14:01.839000	2026-04-29 06:28:29.495792	{"name": "uptime-bench: bench-a", "cause": "Timeout (no headers received)", "incident_id": "957974367", "better_uptime_status": "Resolved"}
9aea589d278929c3982b7562198e8571	headget-20260429-030809Z-http-head-200-get-timeout	better-uptime	known			alert_resolved	up	recovered	2026-04-29 06:27:03.934000	2026-04-29 06:28:29.495792	{"incident_id": "957974367"}
9aea589d278929c3982b7562198e8571	headget-20260429-030809Z-http-head-200-get-timeout	datadog-synthetics	known			alert_fired	Alert	http_failure	2026-04-29 06:18:28.183000	2026-04-29 06:28:29.315914	{"result_id": "5871087949196993318", "event_type": ""}
9aea589d278929c3982b7562198e8571	headget-20260429-030809Z-http-head-200-get-timeout	jetmon-v1	known							2026-04-29 06:28:28.136833	null
9aea589d278929c3982b7562198e8571	headget-20260429-030809Z-http-head-200-get-timeout	jetmon-v2	known			alert_fired	seems_down	http_failure	2026-04-29 06:15:53.688000	2026-04-29 06:28:28.303177	{"state": "Seems Down", "site_id": 8416199263556533, "event_id": 267, "severity": 3, "check_type": "http", "duration_ms": 594994, "jetmon_metadata": {"url": "http://bench-a.harmonic.party/", "rtt_ms": 10000, "http_code": 0, "error_code": 1}, "transition_count": 2, "resolution_reason": "probe_cleared"}
9aea589d278929c3982b7562198e8571	headget-20260429-030809Z-http-head-200-get-timeout	jetmon-v2	known			alert_resolved	up	recovered	2026-04-29 06:25:48.682000	2026-04-29 06:28:28.303177	{"state": "Seems Down", "site_id": 8416199263556533, "event_id": 267, "severity": 3, "check_type": "http", "duration_ms": 594994, "jetmon_metadata": {"url": "http://bench-a.harmonic.party/", "rtt_ms": 10000, "http_code": 0, "error_code": 1}, "transition_count": 2, "resolution_reason": "probe_cleared"}
9aea589d278929c3982b7562198e8571	headget-20260429-030809Z-http-head-200-get-timeout	pingdom	known			alert_fired	down	http_failure	2026-04-29 06:19:31.000000	2026-04-29 06:28:28.551258	{"timeto": 1777443871, "check_id": "14461275", "duration_s": 300}
9aea589d278929c3982b7562198e8571	headget-20260429-030809Z-http-head-200-get-timeout	pingdom	known			alert_resolved	up	recovered	2026-04-29 06:24:31.000000	2026-04-29 06:28:28.551258	{"timeto": 1777443871, "check_id": "14461275", "duration_s": 0}
093903993b8190fd107850c32e167acd	headget-20260429-030809Z-http-head-405-get-200	better-uptime	known							2026-04-29 06:51:34.019858	null
093903993b8190fd107850c32e167acd	headget-20260429-030809Z-http-head-405-get-200	datadog-synthetics	known							2026-04-29 06:51:33.852193	null
093903993b8190fd107850c32e167acd	headget-20260429-030809Z-http-head-405-get-200	jetmon-v1	known							2026-04-29 06:51:33.009666	null
093903993b8190fd107850c32e167acd	headget-20260429-030809Z-http-head-405-get-200	jetmon-v2	known							2026-04-29 06:51:33.177661	null
093903993b8190fd107850c32e167acd	headget-20260429-030809Z-http-head-405-get-200	pingdom	known			alert_resolved	up	recovered	2026-04-29 06:41:48.000000	2026-04-29 06:51:33.508863	{"timeto": 1777445208, "check_id": "14461285", "duration_s": 300}
4037e8133afd97570d76cb7d86456271	headget-20260429-030809Z-http-head-200-get-partial	better-uptime	known							2026-04-29 07:14:38.768595	null
4037e8133afd97570d76cb7d86456271	headget-20260429-030809Z-http-head-200-get-partial	datadog-synthetics	known			alert_fired	Alert	http_failure	2026-04-29 07:04:38.358000	2026-04-29 07:14:38.622709	{"result_id": "3638352022859762760", "event_type": ""}
4037e8133afd97570d76cb7d86456271	headget-20260429-030809Z-http-head-200-get-partial	jetmon-v1	known							2026-04-29 07:14:37.927389	null
4037e8133afd97570d76cb7d86456271	headget-20260429-030809Z-http-head-200-get-partial	jetmon-v2	known							2026-04-29 07:14:38.088417	null
4037e8133afd97570d76cb7d86456271	headget-20260429-030809Z-http-head-200-get-partial	pingdom	known			alert_resolved	up	recovered	2026-04-29 07:06:20.000000	2026-04-29 07:14:38.352155	{"timeto": 1777446680, "check_id": "14461302", "duration_s": 300}
095688a38590a72406f1efa61e9ec786	headget-20260429-030809Z-http-head-timeout-get-200	better-uptime	known							2026-04-29 07:37:43.696653	null
095688a38590a72406f1efa61e9ec786	headget-20260429-030809Z-http-head-timeout-get-200	datadog-synthetics	known							2026-04-29 07:37:43.533170	null
095688a38590a72406f1efa61e9ec786	headget-20260429-030809Z-http-head-timeout-get-200	jetmon-v1	known							2026-04-29 07:37:42.373125	null
095688a38590a72406f1efa61e9ec786	headget-20260429-030809Z-http-head-timeout-get-200	jetmon-v2	known							2026-04-29 07:37:42.541064	null
095688a38590a72406f1efa61e9ec786	headget-20260429-030809Z-http-head-timeout-get-200	pingdom	known			alert_resolved	up	recovered	2026-04-29 07:25:31.000000	2026-04-29 07:37:42.783476	{"timeto": 1777448131, "check_id": "14461318", "duration_s": 600}
86382c43907aa3123e9dac744b54d62f	headget-20260429-030809Z-http-head-200-get-redirect-loop	better-uptime	known			alert_fired	down	http_failure	2026-04-29 07:46:06.142000	2026-04-29 08:00:48.420150	{"name": "uptime-bench: bench-a", "cause": "Number of redirects hit maximum amount", "incident_id": "958004892", "better_uptime_status": "Resolved"}
86382c43907aa3123e9dac744b54d62f	headget-20260429-030809Z-http-head-200-get-redirect-loop	better-uptime	known			alert_resolved	up	recovered	2026-04-29 07:58:54.270000	2026-04-29 08:00:48.420150	{"incident_id": "958004892"}
86382c43907aa3123e9dac744b54d62f	headget-20260429-030809Z-http-head-200-get-redirect-loop	datadog-synthetics	known			alert_fired	Alert	http_failure	2026-04-29 07:50:47.481000	2026-04-29 08:00:48.231678	{"result_id": "2098158788485003015", "event_type": ""}
86382c43907aa3123e9dac744b54d62f	headget-20260429-030809Z-http-head-200-get-redirect-loop	jetmon-v1	known							2026-04-29 08:00:47.516261	null
86382c43907aa3123e9dac744b54d62f	headget-20260429-030809Z-http-head-200-get-redirect-loop	jetmon-v2	known			alert_fired	seems_down	http_failure	2026-04-29 07:50:51.456000	2026-04-29 08:00:47.679480	{"state": "Seems Down", "site_id": 8244295947328657, "event_id": 298, "severity": 3, "check_type": "http", "duration_ms": 596192, "jetmon_metadata": {"url": "http://bench-a.harmonic.party/", "rtt_ms": 674, "http_code": 0, "error_code": 4}, "transition_count": 1}
86382c43907aa3123e9dac744b54d62f	headget-20260429-030809Z-http-head-200-get-redirect-loop	pingdom	known			alert_fired	down	http_failure	2026-04-29 07:50:09.000000	2026-04-29 08:00:47.935610	{"timeto": 1777449609, "check_id": "14461325", "duration_s": 600}
86382c43907aa3123e9dac744b54d62f	headget-20260429-030809Z-http-head-200-get-redirect-loop	pingdom	known			alert_resolved	up	recovered	2026-04-29 08:00:09.000000	2026-04-29 08:00:47.935610	{"timeto": 1777449609, "check_id": "14461325", "duration_s": 0}
769b3c9f8fbf47971ec9d57c9640204b	headget-20260429-030809Z-http-head-200-get-redirect-loop	better-uptime	known			alert_fired	down	http_failure	2026-04-29 08:09:09.668000	2026-04-29 08:23:54.753973	{"name": "uptime-bench: bench-a", "cause": "Number of redirects hit maximum amount", "incident_id": "958014306", "better_uptime_status": "Resolved"}
769b3c9f8fbf47971ec9d57c9640204b	headget-20260429-030809Z-http-head-200-get-redirect-loop	better-uptime	known			alert_resolved	up	recovered	2026-04-29 08:22:14.195000	2026-04-29 08:23:54.753973	{"incident_id": "958014306"}
769b3c9f8fbf47971ec9d57c9640204b	headget-20260429-030809Z-http-head-200-get-redirect-loop	datadog-synthetics	known			alert_fired	Alert	http_failure	2026-04-29 08:13:54.265000	2026-04-29 08:23:54.463669	{"result_id": "4798866753470006549", "event_type": ""}
769b3c9f8fbf47971ec9d57c9640204b	headget-20260429-030809Z-http-head-200-get-redirect-loop	jetmon-v1	known							2026-04-29 08:23:53.785303	null
769b3c9f8fbf47971ec9d57c9640204b	headget-20260429-030809Z-http-head-200-get-redirect-loop	jetmon-v2	known			alert_fired	seems_down	http_failure	2026-04-29 08:10:49.078000	2026-04-29 08:23:53.949281	{"state": "Seems Down", "site_id": 8396880927103646, "event_id": 308, "severity": 3, "check_type": "http", "duration_ms": 602529, "jetmon_metadata": {"url": "http://bench-a.harmonic.party/", "rtt_ms": 700, "http_code": 0, "error_code": 4}, "transition_count": 2, "resolution_reason": "probe_cleared"}
769b3c9f8fbf47971ec9d57c9640204b	headget-20260429-030809Z-http-head-200-get-redirect-loop	jetmon-v2	known			alert_resolved	up	recovered	2026-04-29 08:20:51.607000	2026-04-29 08:23:53.949281	{"state": "Seems Down", "site_id": 8396880927103646, "event_id": 308, "severity": 3, "check_type": "http", "duration_ms": 602529, "jetmon_metadata": {"url": "http://bench-a.harmonic.party/", "rtt_ms": 700, "http_code": 0, "error_code": 4}, "transition_count": 2, "resolution_reason": "probe_cleared"}
769b3c9f8fbf47971ec9d57c9640204b	headget-20260429-030809Z-http-head-200-get-redirect-loop	pingdom	known			alert_fired	down	http_failure	2026-04-29 08:15:36.000000	2026-04-29 08:23:54.209951	{"timeto": 1777450836, "check_id": "14461337", "duration_s": 300}
769b3c9f8fbf47971ec9d57c9640204b	headget-20260429-030809Z-http-head-200-get-redirect-loop	pingdom	known			alert_resolved	up	recovered	2026-04-29 08:20:36.000000	2026-04-29 08:23:54.209951	{"timeto": 1777450836, "check_id": "14461337", "duration_s": 0}
e57c6793604ad0e82a418f3d03e8635a	headget-20260429-030809Z-http-head-405-get-200	better-uptime	known							2026-04-29 08:46:59.432263	null
e57c6793604ad0e82a418f3d03e8635a	headget-20260429-030809Z-http-head-405-get-200	datadog-synthetics	known							2026-04-29 08:46:59.275413	null
e57c6793604ad0e82a418f3d03e8635a	headget-20260429-030809Z-http-head-405-get-200	jetmon-v1	known							2026-04-29 08:46:58.416716	null
e57c6793604ad0e82a418f3d03e8635a	headget-20260429-030809Z-http-head-405-get-200	jetmon-v2	known							2026-04-29 08:46:58.573164	null
e57c6793604ad0e82a418f3d03e8635a	headget-20260429-030809Z-http-head-405-get-200	pingdom	known			alert_resolved	up	recovered	2026-04-29 08:37:12.000000	2026-04-29 08:46:58.808745	{"timeto": 1777452132, "check_id": "14461340", "duration_s": 300}
77cca9311061200ebe2455b73de6115e	headget-20260429-030809Z-http-head-200-get-partial	better-uptime	known							2026-04-29 09:10:05.128305	null
77cca9311061200ebe2455b73de6115e	headget-20260429-030809Z-http-head-200-get-partial	datadog-synthetics	known			alert_fired	Alert	http_failure	2026-04-29 09:00:04.851000	2026-04-29 09:10:04.961212	{"result_id": "6823389961340161966", "event_type": ""}
77cca9311061200ebe2455b73de6115e	headget-20260429-030809Z-http-head-200-get-partial	jetmon-v1	known							2026-04-29 09:10:03.832061	null
77cca9311061200ebe2455b73de6115e	headget-20260429-030809Z-http-head-200-get-partial	jetmon-v2	known							2026-04-29 09:10:04.003597	null
77cca9311061200ebe2455b73de6115e	headget-20260429-030809Z-http-head-200-get-partial	pingdom	known			alert_resolved	up	recovered	2026-04-29 08:58:06.000000	2026-04-29 09:10:04.603948	{"timeto": 1777453686, "check_id": "14461357", "duration_s": 600}
