run_id	scenario	scenario_id	run_started	failure_start	failure_end	service	expected	status	latency_s	reports	alerts_in_window	alerts_total	resolves	run_resolution	detail
11f4764aa17f97e63b47faca92385cc9	http-head-200-get-timeout	headget-20260429-030809Z-http-head-200-get-timeout	2026-04-29 04:41:03.068764	2026-04-29 04:41:04.951757	2026-04-29 04:51:04.983305	uptimerobot	down	adapter_error		0	0	0	0	adapter_error	no monitor_reports row; provision likely failed
11f4764aa17f97e63b47faca92385cc9	http-head-200-get-timeout	headget-20260429-030809Z-http-head-200-get-timeout	2026-04-29 04:41:03.068764	2026-04-29 04:41:04.951757	2026-04-29 04:51:04.983305	datadog-synthetics	down	success	300.538243	1	1	1	0	adapter_error	
11f4764aa17f97e63b47faca92385cc9	http-head-200-get-timeout	headget-20260429-030809Z-http-head-200-get-timeout	2026-04-29 04:41:03.068764	2026-04-29 04:41:04.951757	2026-04-29 04:51:04.983305	better-uptime	down	success	32.444243	2	1	1	1	adapter_error	
a0215d249f03a2e3df8da361acd570a6	http-head-200-get-redirect-loop	headget-20260429-030809Z-http-head-200-get-redirect-loop	2026-04-29 05:04:09.355754	2026-04-29 05:04:11.121976	2026-04-29 05:14:11.154692	jetmon-v1	down	failure		1	0	0	0	adapter_error	no downtime alert during failure window
a0215d249f03a2e3df8da361acd570a6	http-head-200-get-redirect-loop	headget-20260429-030809Z-http-head-200-get-redirect-loop	2026-04-29 05:04:09.355754	2026-04-29 05:04:11.121976	2026-04-29 05:14:11.154692	jetmon-v2	down	success	98.620024	2	1	1	1	adapter_error	
a0215d249f03a2e3df8da361acd570a6	http-head-200-get-redirect-loop	headget-20260429-030809Z-http-head-200-get-redirect-loop	2026-04-29 05:04:09.355754	2026-04-29 05:04:11.121976	2026-04-29 05:14:11.154692	pingdom	down	success	262.878024	2	1	1	1	adapter_error	
a0215d249f03a2e3df8da361acd570a6	http-head-200-get-redirect-loop	headget-20260429-030809Z-http-head-200-get-redirect-loop	2026-04-29 05:04:09.355754	2026-04-29 05:04:11.121976	2026-04-29 05:14:11.154692	uptimerobot	down	adapter_error		0	0	0	0	adapter_error	no monitor_reports row; provision likely failed
a0215d249f03a2e3df8da361acd570a6	http-head-200-get-redirect-loop	headget-20260429-030809Z-http-head-200-get-redirect-loop	2026-04-29 05:04:09.355754	2026-04-29 05:04:11.121976	2026-04-29 05:14:11.154692	datadog-synthetics	down	success	300.563024	1	1	1	0	adapter_error	
a0215d249f03a2e3df8da361acd570a6	http-head-200-get-redirect-loop	headget-20260429-030809Z-http-head-200-get-redirect-loop	2026-04-29 05:04:09.355754	2026-04-29 05:04:11.121976	2026-04-29 05:14:11.154692	better-uptime	down	success	16.292024	2	1	1	1	adapter_error	
b82d38d321e174aa0af161f2fa389d60	http-head-200-get-partial	headget-20260429-030809Z-http-head-200-get-partial	2026-04-29 05:27:14.961724	2026-04-29 05:27:16.728685	2026-04-29 05:37:16.827037	jetmon-v1	down	failure		1	0	0	0	adapter_error	no downtime alert during failure window
b82d38d321e174aa0af161f2fa389d60	http-head-200-get-partial	headget-20260429-030809Z-http-head-200-get-partial	2026-04-29 05:27:14.961724	2026-04-29 05:27:16.728685	2026-04-29 05:37:16.827037	jetmon-v2	down	failure		1	0	0	0	adapter_error	no downtime alert during failure window
b82d38d321e174aa0af161f2fa389d60	http-head-200-get-partial	headget-20260429-030809Z-http-head-200-get-partial	2026-04-29 05:27:14.961724	2026-04-29 05:27:16.728685	2026-04-29 05:37:16.827037	pingdom	down	failure		1	0	0	1	adapter_error	no downtime alert during failure window
b82d38d321e174aa0af161f2fa389d60	http-head-200-get-partial	headget-20260429-030809Z-http-head-200-get-partial	2026-04-29 05:27:14.961724	2026-04-29 05:27:16.728685	2026-04-29 05:37:16.827037	uptimerobot	down	adapter_error		0	0	0	0	adapter_error	no monitor_reports row; provision likely failed
b82d38d321e174aa0af161f2fa389d60	http-head-200-get-partial	headget-20260429-030809Z-http-head-200-get-partial	2026-04-29 05:27:14.961724	2026-04-29 05:27:16.728685	2026-04-29 05:37:16.827037	datadog-synthetics	down	success	300.713315	1	1	1	0	adapter_error	
b82d38d321e174aa0af161f2fa389d60	http-head-200-get-partial	headget-20260429-030809Z-http-head-200-get-partial	2026-04-29 05:27:14.961724	2026-04-29 05:27:16.728685	2026-04-29 05:37:16.827037	better-uptime	down	failure		1	0	0	0	adapter_error	no downtime alert during failure window
bab8f2f126441dc38087e661c13e5b2f	http-head-200-get-503	headget-20260429-030809Z-http-head-200-get-503	2026-04-29 05:50:20.376865	2026-04-29 05:50:22.115287	2026-04-29 06:00:22.242556	jetmon-v1	down	failure		1	0	0	0	adapter_error	no downtime alert during failure window
bab8f2f126441dc38087e661c13e5b2f	http-head-200-get-503	headget-20260429-030809Z-http-head-200-get-503	2026-04-29 05:50:20.376865	2026-04-29 05:50:22.115287	2026-04-29 06:00:22.242556	jetmon-v2	down	success	28.842713	2	1	1	1	adapter_error	
bab8f2f126441dc38087e661c13e5b2f	http-head-200-get-503	headget-20260429-030809Z-http-head-200-get-503	2026-04-29 05:50:20.376865	2026-04-29 05:50:22.115287	2026-04-29 06:00:22.242556	pingdom	down	success	226.884713	2	1	1	1	adapter_error	
bab8f2f126441dc38087e661c13e5b2f	http-head-200-get-503	headget-20260429-030809Z-http-head-200-get-503	2026-04-29 05:50:20.376865	2026-04-29 05:50:22.115287	2026-04-29 06:00:22.242556	uptimerobot	down	adapter_error		0	0	0	0	adapter_error	no monitor_reports row; provision likely failed
bab8f2f126441dc38087e661c13e5b2f	http-head-200-get-503	headget-20260429-030809Z-http-head-200-get-503	2026-04-29 05:50:20.376865	2026-04-29 05:50:22.115287	2026-04-29 06:00:22.242556	datadog-synthetics	down	success	300.380713	1	1	1	0	adapter_error	
bab8f2f126441dc38087e661c13e5b2f	http-head-200-get-503	headget-20260429-030809Z-http-head-200-get-503	2026-04-29 05:50:20.376865	2026-04-29 05:50:22.115287	2026-04-29 06:00:22.242556	better-uptime	down	success	4.970713	2	1	1	1	adapter_error	
9aea589d278929c3982b7562198e8571	http-head-200-get-timeout	headget-20260429-030809Z-http-head-200-get-timeout	2026-04-29 06:13:25.898788	2026-04-29 06:13:27.839025	2026-04-29 06:23:27.868239	jetmon-v1	down	failure		1	0	0	0	adapter_error	no downtime alert during failure window
9aea589d278929c3982b7562198e8571	http-head-200-get-timeout	headget-20260429-030809Z-http-head-200-get-timeout	2026-04-29 06:13:25.898788	2026-04-29 06:13:27.839025	2026-04-29 06:23:27.868239	jetmon-v2	down	success	145.848975	2	1	1	1	adapter_error	
9aea589d278929c3982b7562198e8571	http-head-200-get-timeout	headget-20260429-030809Z-http-head-200-get-timeout	2026-04-29 06:13:25.898788	2026-04-29 06:13:27.839025	2026-04-29 06:23:27.868239	pingdom	down	success	363.160975	2	1	1	1	adapter_error	
9aea589d278929c3982b7562198e8571	http-head-200-get-timeout	headget-20260429-030809Z-http-head-200-get-timeout	2026-04-29 06:13:25.898788	2026-04-29 06:13:27.839025	2026-04-29 06:23:27.868239	uptimerobot	down	adapter_error		0	0	0	0	adapter_error	no monitor_reports row; provision likely failed
9aea589d278929c3982b7562198e8571	http-head-200-get-timeout	headget-20260429-030809Z-http-head-200-get-timeout	2026-04-29 06:13:25.898788	2026-04-29 06:13:27.839025	2026-04-29 06:23:27.868239	datadog-synthetics	down	success	300.343975	1	1	1	0	adapter_error	
9aea589d278929c3982b7562198e8571	http-head-200-get-timeout	headget-20260429-030809Z-http-head-200-get-timeout	2026-04-29 06:13:25.898788	2026-04-29 06:13:27.839025	2026-04-29 06:23:27.868239	better-uptime	down	success	33.999975	2	1	1	1	adapter_error	
093903993b8190fd107850c32e167acd	http-head-405-get-200	headget-20260429-030809Z-http-head-405-get-200	2026-04-29 06:36:30.991812	2026-04-29 06:36:32.741663	2026-04-29 06:46:32.761456	jetmon-v1	up	success		1	0	0	0	adapter_error	
093903993b8190fd107850c32e167acd	http-head-405-get-200	headget-20260429-030809Z-http-head-405-get-200	2026-04-29 06:36:30.991812	2026-04-29 06:36:32.741663	2026-04-29 06:46:32.761456	jetmon-v2	up	success		1	0	0	0	adapter_error	
093903993b8190fd107850c32e167acd	http-head-405-get-200	headget-20260429-030809Z-http-head-405-get-200	2026-04-29 06:36:30.991812	2026-04-29 06:36:32.741663	2026-04-29 06:46:32.761456	pingdom	up	success		1	0	0	1	adapter_error	
093903993b8190fd107850c32e167acd	http-head-405-get-200	headget-20260429-030809Z-http-head-405-get-200	2026-04-29 06:36:30.991812	2026-04-29 06:36:32.741663	2026-04-29 06:46:32.761456	uptimerobot	up	adapter_error		0	0	0	0	adapter_error	no monitor_reports row; provision likely failed
093903993b8190fd107850c32e167acd	http-head-405-get-200	headget-20260429-030809Z-http-head-405-get-200	2026-04-29 06:36:30.991812	2026-04-29 06:36:32.741663	2026-04-29 06:46:32.761456	datadog-synthetics	up	success		1	0	0	0	adapter_error	
093903993b8190fd107850c32e167acd	http-head-405-get-200	headget-20260429-030809Z-http-head-405-get-200	2026-04-29 06:36:30.991812	2026-04-29 06:36:32.741663	2026-04-29 06:46:32.761456	better-uptime	up	success		1	0	0	0	adapter_error	
4037e8133afd97570d76cb7d86456271	http-head-200-get-partial	headget-20260429-030809Z-http-head-200-get-partial	2026-04-29 06:59:35.566076	2026-04-29 06:59:37.571811	2026-04-29 07:09:37.661322	jetmon-v1	down	failure		1	0	0	0	adapter_error	no downtime alert during failure window
4037e8133afd97570d76cb7d86456271	http-head-200-get-partial	headget-20260429-030809Z-http-head-200-get-partial	2026-04-29 06:59:35.566076	2026-04-29 06:59:37.571811	2026-04-29 07:09:37.661322	jetmon-v2	down	failure		1	0	0	0	adapter_error	no downtime alert during failure window
4037e8133afd97570d76cb7d86456271	http-head-200-get-partial	headget-20260429-030809Z-http-head-200-get-partial	2026-04-29 06:59:35.566076	2026-04-29 06:59:37.571811	2026-04-29 07:09:37.661322	pingdom	down	failure		1	0	0	1	adapter_error	no downtime alert during failure window
4037e8133afd97570d76cb7d86456271	http-head-200-get-partial	headget-20260429-030809Z-http-head-200-get-partial	2026-04-29 06:59:35.566076	2026-04-29 06:59:37.571811	2026-04-29 07:09:37.661322	uptimerobot	down	adapter_error		0	0	0	0	adapter_error	no monitor_reports row; provision likely failed
4037e8133afd97570d76cb7d86456271	http-head-200-get-partial	headget-20260429-030809Z-http-head-200-get-partial	2026-04-29 06:59:35.566076	2026-04-29 06:59:37.571811	2026-04-29 07:09:37.661322	datadog-synthetics	down	success	300.786189	1	1	1	0	adapter_error	
4037e8133afd97570d76cb7d86456271	http-head-200-get-partial	headget-20260429-030809Z-http-head-200-get-partial	2026-04-29 06:59:35.566076	2026-04-29 06:59:37.571811	2026-04-29 07:09:37.661322	better-uptime	down	failure		1	0	0	0	adapter_error	no downtime alert during failure window
095688a38590a72406f1efa61e9ec786	http-head-timeout-get-200	headget-20260429-030809Z-http-head-timeout-get-200	2026-04-29 07:22:40.243511	2026-04-29 07:22:42.065745	2026-04-29 07:32:42.096262	jetmon-v1	up	success		1	0	0	0	adapter_error	
095688a38590a72406f1efa61e9ec786	http-head-timeout-get-200	headget-20260429-030809Z-http-head-timeout-get-200	2026-04-29 07:22:40.243511	2026-04-29 07:22:42.065745	2026-04-29 07:32:42.096262	jetmon-v2	up	success		1	0	0	0	adapter_error	
095688a38590a72406f1efa61e9ec786	http-head-timeout-get-200	headget-20260429-030809Z-http-head-timeout-get-200	2026-04-29 07:22:40.243511	2026-04-29 07:22:42.065745	2026-04-29 07:32:42.096262	pingdom	up	success		1	0	0	1	adapter_error	
095688a38590a72406f1efa61e9ec786	http-head-timeout-get-200	headget-20260429-030809Z-http-head-timeout-get-200	2026-04-29 07:22:40.243511	2026-04-29 07:22:42.065745	2026-04-29 07:32:42.096262	uptimerobot	up	adapter_error		0	0	0	0	adapter_error	no monitor_reports row; provision likely failed
095688a38590a72406f1efa61e9ec786	http-head-timeout-get-200	headget-20260429-030809Z-http-head-timeout-get-200	2026-04-29 07:22:40.243511	2026-04-29 07:22:42.065745	2026-04-29 07:32:42.096262	datadog-synthetics	up	success		1	0	0	0	adapter_error	
095688a38590a72406f1efa61e9ec786	http-head-timeout-get-200	headget-20260429-030809Z-http-head-timeout-get-200	2026-04-29 07:22:40.243511	2026-04-29 07:22:42.065745	2026-04-29 07:32:42.096262	better-uptime	up	success		1	0	0	0	adapter_error	
86382c43907aa3123e9dac744b54d62f	http-head-200-get-redirect-loop	headget-20260429-030809Z-http-head-200-get-redirect-loop	2026-04-29 07:45:45.245699	2026-04-29 07:45:47.053029	2026-04-29 07:55:47.148348	jetmon-v1	down	failure		1	0	0	0	adapter_error	no downtime alert during failure window
86382c43907aa3123e9dac744b54d62f	http-head-200-get-redirect-loop	headget-20260429-030809Z-http-head-200-get-redirect-loop	2026-04-29 07:45:45.245699	2026-04-29 07:45:47.053029	2026-04-29 07:55:47.148348	jetmon-v2	down	success	304.402971	1	1	1	0	adapter_error	
86382c43907aa3123e9dac744b54d62f	http-head-200-get-redirect-loop	headget-20260429-030809Z-http-head-200-get-redirect-loop	2026-04-29 07:45:45.245699	2026-04-29 07:45:47.053029	2026-04-29 07:55:47.148348	pingdom	down	success	261.946971	2	1	1	1	adapter_error	
86382c43907aa3123e9dac744b54d62f	http-head-200-get-redirect-loop	headget-20260429-030809Z-http-head-200-get-redirect-loop	2026-04-29 07:45:45.245699	2026-04-29 07:45:47.053029	2026-04-29 07:55:47.148348	uptimerobot	down	adapter_error		0	0	0	0	adapter_error	no monitor_reports row; provision likely failed
86382c43907aa3123e9dac744b54d62f	http-head-200-get-redirect-loop	headget-20260429-030809Z-http-head-200-get-redirect-loop	2026-04-29 07:45:45.245699	2026-04-29 07:45:47.053029	2026-04-29 07:55:47.148348	datadog-synthetics	down	success	300.427971	1	1	1	0	adapter_error	
86382c43907aa3123e9dac744b54d62f	http-head-200-get-redirect-loop	headget-20260429-030809Z-http-head-200-get-redirect-loop	2026-04-29 07:45:45.245699	2026-04-29 07:45:47.053029	2026-04-29 07:55:47.148348	better-uptime	down	success	19.088971	2	1	1	1	adapter_error	
769b3c9f8fbf47971ec9d57c9640204b	http-head-200-get-redirect-loop	headget-20260429-030809Z-http-head-200-get-redirect-loop	2026-04-29 08:08:50.021714	2026-04-29 08:08:53.361205	2026-04-29 08:18:53.447717	jetmon-v1	down	failure		1	0	0	0	adapter_error	no downtime alert during failure window
769b3c9f8fbf47971ec9d57c9640204b	http-head-200-get-redirect-loop	headget-20260429-030809Z-http-head-200-get-redirect-loop	2026-04-29 08:08:50.021714	2026-04-29 08:08:53.361205	2026-04-29 08:18:53.447717	jetmon-v2	down	success	115.716795	2	1	1	1	adapter_error	
769b3c9f8fbf47971ec9d57c9640204b	http-head-200-get-redirect-loop	headget-20260429-030809Z-http-head-200-get-redirect-loop	2026-04-29 08:08:50.021714	2026-04-29 08:08:53.361205	2026-04-29 08:18:53.447717	pingdom	down	success	402.638795	2	1	1	1	adapter_error	
769b3c9f8fbf47971ec9d57c9640204b	http-head-200-get-redirect-loop	headget-20260429-030809Z-http-head-200-get-redirect-loop	2026-04-29 08:08:50.021714	2026-04-29 08:08:53.361205	2026-04-29 08:18:53.447717	uptimerobot	down	adapter_error		0	0	0	0	adapter_error	no monitor_reports row; provision likely failed
769b3c9f8fbf47971ec9d57c9640204b	http-head-200-get-redirect-loop	headget-20260429-030809Z-http-head-200-get-redirect-loop	2026-04-29 08:08:50.021714	2026-04-29 08:08:53.361205	2026-04-29 08:18:53.447717	datadog-synthetics	down	success	300.903795	1	1	1	0	adapter_error	
769b3c9f8fbf47971ec9d57c9640204b	http-head-200-get-redirect-loop	headget-20260429-030809Z-http-head-200-get-redirect-loop	2026-04-29 08:08:50.021714	2026-04-29 08:08:53.361205	2026-04-29 08:18:53.447717	better-uptime	down	success	16.306795	2	1	1	1	adapter_error	
e57c6793604ad0e82a418f3d03e8635a	http-head-405-get-200	headget-20260429-030809Z-http-head-405-get-200	2026-04-29 08:31:56.238056	2026-04-29 08:31:57.965993	2026-04-29 08:41:58.067181	jetmon-v1	up	success		1	0	0	0	adapter_error	
e57c6793604ad0e82a418f3d03e8635a	http-head-405-get-200	headget-20260429-030809Z-http-head-405-get-200	2026-04-29 08:31:56.238056	2026-04-29 08:31:57.965993	2026-04-29 08:41:58.067181	jetmon-v2	up	success		1	0	0	0	adapter_error	
e57c6793604ad0e82a418f3d03e8635a	http-head-405-get-200	headget-20260429-030809Z-http-head-405-get-200	2026-04-29 08:31:56.238056	2026-04-29 08:31:57.965993	2026-04-29 08:41:58.067181	pingdom	up	success		1	0	0	1	adapter_error	
e57c6793604ad0e82a418f3d03e8635a	http-head-405-get-200	headget-20260429-030809Z-http-head-405-get-200	2026-04-29 08:31:56.238056	2026-04-29 08:31:57.965993	2026-04-29 08:41:58.067181	uptimerobot	up	adapter_error		0	0	0	0	adapter_error	no monitor_reports row; provision likely failed
e57c6793604ad0e82a418f3d03e8635a	http-head-405-get-200	headget-20260429-030809Z-http-head-405-get-200	2026-04-29 08:31:56.238056	2026-04-29 08:31:57.965993	2026-04-29 08:41:58.067181	datadog-synthetics	up	success		1	0	0	0	adapter_error	
e57c6793604ad0e82a418f3d03e8635a	http-head-405-get-200	headget-20260429-030809Z-http-head-405-get-200	2026-04-29 08:31:56.238056	2026-04-29 08:31:57.965993	2026-04-29 08:41:58.067181	better-uptime	up	success		1	0	0	0	adapter_error	
77cca9311061200ebe2455b73de6115e	http-head-200-get-partial	headget-20260429-030809Z-http-head-200-get-partial	2026-04-29 08:55:01.429144	2026-04-29 08:55:03.385314	2026-04-29 09:05:03.464389	jetmon-v1	down	failure		1	0	0	0	adapter_error	no downtime alert during failure window
77cca9311061200ebe2455b73de6115e	http-head-200-get-partial	headget-20260429-030809Z-http-head-200-get-partial	2026-04-29 08:55:01.429144	2026-04-29 08:55:03.385314	2026-04-29 09:05:03.464389	jetmon-v2	down	failure		1	0	0	0	adapter_error	no downtime alert during failure window
77cca9311061200ebe2455b73de6115e	http-head-200-get-partial	headget-20260429-030809Z-http-head-200-get-partial	2026-04-29 08:55:01.429144	2026-04-29 08:55:03.385314	2026-04-29 09:05:03.464389	pingdom	down	failure		1	0	0	1	adapter_error	no downtime alert during failure window
77cca9311061200ebe2455b73de6115e	http-head-200-get-partial	headget-20260429-030809Z-http-head-200-get-partial	2026-04-29 08:55:01.429144	2026-04-29 08:55:03.385314	2026-04-29 09:05:03.464389	uptimerobot	down	adapter_error		0	0	0	0	adapter_error	no monitor_reports row; provision likely failed
77cca9311061200ebe2455b73de6115e	http-head-200-get-partial	headget-20260429-030809Z-http-head-200-get-partial	2026-04-29 08:55:01.429144	2026-04-29 08:55:03.385314	2026-04-29 09:05:03.464389	datadog-synthetics	down	success	301.465686	1	1	1	0	adapter_error	
77cca9311061200ebe2455b73de6115e	http-head-200-get-partial	headget-20260429-030809Z-http-head-200-get-partial	2026-04-29 08:55:01.429144	2026-04-29 08:55:03.385314	2026-04-29 09:05:03.464389	better-uptime	down	failure		1	0	0	0	adapter_error	no downtime alert during failure window
5daabc2978bc75da0d503b8a9412d289	http-head-200-get-503	headget-20260429-030809Z-http-head-200-get-503	2026-04-29 09:18:08.408120	2026-04-29 09:18:09.977715	2026-04-29 09:28:10.000856	jetmon-v1	down	failure		1	0	0	0	adapter_error	no downtime alert during failure window
5daabc2978bc75da0d503b8a9412d289	http-head-200-get-503	headget-20260429-030809Z-http-head-200-get-503	2026-04-29 09:18:08.408120	2026-04-29 09:18:09.977715	2026-04-29 09:28:10.000856	jetmon-v2	down	success	158.954285	2	1	1	1	adapter_error	
5daabc2978bc75da0d503b8a9412d289	http-head-200-get-503	headget-20260429-030809Z-http-head-200-get-503	2026-04-29 09:18:08.408120	2026-04-29 09:18:09.977715	2026-04-29 09:28:10.000856	pingdom	down	success	333.022285	2	1	1	1	adapter_error	
5daabc2978bc75da0d503b8a9412d289	http-head-200-get-503	headget-20260429-030809Z-http-head-200-get-503	2026-04-29 09:18:08.408120	2026-04-29 09:18:09.977715	2026-04-29 09:28:10.000856	uptimerobot	down	adapter_error		0	0	0	0	adapter_error	no monitor_reports row; provision likely failed
5daabc2978bc75da0d503b8a9412d289	http-head-200-get-503	headget-20260429-030809Z-http-head-200-get-503	2026-04-29 09:18:08.408120	2026-04-29 09:18:09.977715	2026-04-29 09:28:10.000856	datadog-synthetics	down	success	300.758285	1	1	1	0	adapter_error	
