run_id	scenario_id	service_id	metric_name	COALESCE(dm.metric_value,'')	COALESCE(dm.metric_text,'')	computed_at
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	datadog-synthetics	false_positive	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	datadog-synthetics	maintenance_suppressed	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	datadog-synthetics	tls_advisory_detected	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	datadog-synthetics	tls_advisory_false_outage	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	datadog-synthetics	tls_advisory_missed	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	datadog-synthetics	true_positive	1		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	datadog-synthetics	unknown	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v1	cooldown_suppressed	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v1	cooldown_uncertain	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v1	false_negative	1		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v1	false_positive	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v1	maintenance_suppressed	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v1	tls_advisory_detected	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v1	tls_advisory_false_outage	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v1	tls_advisory_missed	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v1	true_positive	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v1	unknown	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v2	cooldown_suppressed	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v2	cooldown_uncertain	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v2	detection_latency_s	157.524523		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v2	false_negative	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v2	false_positive	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v2	maintenance_suppressed	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v2	tls_advisory_detected	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v2	tls_advisory_false_outage	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v2	tls_advisory_missed	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v2	true_positive	1		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	jetmon-v2	unknown	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	pingdom	cooldown_suppressed	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	pingdom	cooldown_uncertain	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	pingdom	detection_latency_s	278.957523		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	pingdom	false_negative	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	pingdom	false_positive	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	pingdom	maintenance_suppressed	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	pingdom	tls_advisory_detected	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	pingdom	tls_advisory_false_outage	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	pingdom	tls_advisory_missed	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	pingdom	true_positive	1		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	pingdom	unknown	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	uptimerobot	cooldown_suppressed	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	uptimerobot	cooldown_uncertain	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	uptimerobot	detection_latency_s	77.957523		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	uptimerobot	false_negative	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	uptimerobot	false_positive	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	uptimerobot	maintenance_suppressed	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	uptimerobot	tls_advisory_detected	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	uptimerobot	tls_advisory_false_outage	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	uptimerobot	tls_advisory_missed	0		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	uptimerobot	true_positive	1		2026-04-29 03:23:15.823349
5f45d5f413a68b5c16dc061e471fd3ba	headget-20260429-030809Z-http-503	uptimerobot	unknown	0		2026-04-29 03:23:15.823349
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	better-uptime	cooldown_suppressed	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	better-uptime	cooldown_uncertain	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	better-uptime	false_negative	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	better-uptime	false_positive	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	better-uptime	maintenance_suppressed	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	better-uptime	tls_advisory_detected	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	better-uptime	tls_advisory_false_outage	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	better-uptime	tls_advisory_missed	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	better-uptime	true_positive	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	better-uptime	unknown	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	datadog-synthetics	cooldown_suppressed	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	datadog-synthetics	cooldown_uncertain	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	datadog-synthetics	false_negative	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	datadog-synthetics	false_positive	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	datadog-synthetics	maintenance_suppressed	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	datadog-synthetics	tls_advisory_detected	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	datadog-synthetics	tls_advisory_false_outage	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	datadog-synthetics	tls_advisory_missed	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	datadog-synthetics	true_positive	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	datadog-synthetics	unknown	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v1	cooldown_suppressed	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v1	cooldown_uncertain	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v1	false_negative	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v1	false_positive	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v1	maintenance_suppressed	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v1	tls_advisory_detected	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v1	tls_advisory_false_outage	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v1	tls_advisory_missed	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v1	true_positive	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v1	unknown	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v2	cooldown_suppressed	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v2	cooldown_uncertain	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v2	false_negative	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v2	false_positive	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v2	maintenance_suppressed	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v2	tls_advisory_detected	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v2	tls_advisory_false_outage	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v2	tls_advisory_missed	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v2	true_positive	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	jetmon-v2	unknown	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	pingdom	cooldown_suppressed	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	pingdom	cooldown_uncertain	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	pingdom	false_negative	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	pingdom	false_positive	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	pingdom	maintenance_suppressed	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	pingdom	tls_advisory_detected	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	pingdom	tls_advisory_false_outage	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	pingdom	tls_advisory_missed	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	pingdom	true_positive	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	pingdom	unknown	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	uptimerobot	cooldown_suppressed	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	uptimerobot	cooldown_uncertain	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	uptimerobot	false_negative	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	uptimerobot	false_positive	1		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	uptimerobot	maintenance_suppressed	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	uptimerobot	tls_advisory_detected	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	uptimerobot	tls_advisory_false_outage	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	uptimerobot	tls_advisory_missed	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	uptimerobot	true_positive	0		2026-04-29 03:46:22.677805
ccf9fe3888ac56c19f6272ec5d6c1425	headget-20260429-030809Z-http-head-405-get-200	uptimerobot	unknown	0		2026-04-29 03:46:22.677805
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	better-uptime	cooldown_suppressed	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	better-uptime	cooldown_uncertain	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	better-uptime	detection_latency_s	3.945986		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	better-uptime	false_negative	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	better-uptime	false_positive	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	better-uptime	maintenance_suppressed	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	better-uptime	tls_advisory_detected	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	better-uptime	tls_advisory_false_outage	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	better-uptime	tls_advisory_missed	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	better-uptime	true_positive	1		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	better-uptime	unknown	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	datadog-synthetics	cooldown_suppressed	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	datadog-synthetics	cooldown_uncertain	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	datadog-synthetics	detection_latency_s	300.864986		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	datadog-synthetics	false_negative	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	datadog-synthetics	false_positive	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	datadog-synthetics	maintenance_suppressed	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	datadog-synthetics	tls_advisory_detected	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	datadog-synthetics	tls_advisory_false_outage	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	datadog-synthetics	tls_advisory_missed	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	datadog-synthetics	true_positive	1		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	datadog-synthetics	unknown	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v1	cooldown_suppressed	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v1	cooldown_uncertain	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v1	false_negative	1		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v1	false_positive	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v1	maintenance_suppressed	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v1	tls_advisory_detected	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v1	tls_advisory_false_outage	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v1	tls_advisory_missed	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v1	true_positive	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v1	unknown	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v2	cooldown_suppressed	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v2	cooldown_uncertain	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v2	detection_latency_s	83.623986		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v2	false_negative	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v2	false_positive	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v2	maintenance_suppressed	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v2	tls_advisory_detected	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v2	tls_advisory_false_outage	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v2	tls_advisory_missed	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v2	true_positive	1		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	jetmon-v2	unknown	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	pingdom	cooldown_suppressed	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	pingdom	cooldown_uncertain	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	pingdom	detection_latency_s	325.844986		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	pingdom	false_negative	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	pingdom	false_positive	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	pingdom	maintenance_suppressed	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	pingdom	tls_advisory_detected	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	pingdom	tls_advisory_false_outage	0		2026-04-29 04:09:27.912496
e4b3a4b2a6db3c2d5a7a2bde755df530	headget-20260429-030809Z-http-head-200-get-503	pingdom	tls_advisory_missed	0		2026-04-29 04:09:27.912496
